,Year,COUNTY NAME,TOTAL ARRESTS,JUVENILE POP,CRIME RATE
35,2006,Leon,1074,52636,2.0404286039972646
36,2006,Levy,425,8842,4.806604840533816
37,2006,Liberty,12,1685,0.7121661721068249
38,2006,Madison,118,4474,2.637460885113992
39,2006,Manatee,2111,65898,3.203435612613433
40,2006,Marion,2423,63394,3.8221282771240177
41,2006,Martin,1216,26031,4.6713533863470476
42,2006,Miami-Dade,9666,555396,1.740379837089212
43,2006,Monroe,294,11549,2.5456749502121396
44,2006,Nassau,336,15467,2.17236697484968
45,2006,Okaloosa,1263,42866,2.94639107917697
46,2006,Okeechobee,209,9678,2.159537094441
47,2006,Orange,6856,267982,2.5583807867692605
48,2006,Osecola,1701,65527,2.595876508919987
49,2006,Palm Beach,7175,270379,2.6536824235610013
50,2006,Pasco,2128,93513,2.2756194325922596
51,2006,Pinellas,6948,173173,4.012172798299965
52,2006,Polk,4278,137271,3.1164630548331402
53,2006,Putnam,608,17658,3.443198550232189
54,2006,Santa Rosa,808,39662,2.037214462205638
55,2006,Sarasota,1370,57581,2.379257046595231
56,2006,Seminole,3187,35924,8.871506513751253
57,2006,St. Johns,327,61154,0.5347156359355071
58,2006,St. Lucie,2218,100621,2.2043112272786
59,2006,Sumter,360,8369,4.301589198231569
60,2006,Suwannee,167,9346,1.7868606890648404
61,2006,Taylor,113,4525,2.4972375690607738
62,2006,Union,39,2931,1.3306038894575232
63,2006,Volusia,3910,98001,3.9897552065795248
64,2006,Wakulla,145,6562,2.2096921670222494
65,2006,Walton,236,10728,2.1998508575689786
66,2006,Washington,163,5123,3.181729455397228
0,2007,Alachua,1929,44406,4.344007566545061
1,2007,Baker,99,6885,1.4379084967320261
2,2007,Bay,1893,37730,5.017227670288895
3,2007,Bradford,95,5851,1.623654076226286
4,2007,Brevard,6465,111220,5.812803452616436
5,2007,Broward,10394,396116,2.6239788344828283
6,2007,Calhoun,57,3073,1.854864952814839
7,2007,Charlotte,1183,24368,4.85472751149048
8,2007,Citrus,601,23136,2.59768326417704
9,2007,Clay,1437,49917,2.8787787727627863
10,2007,Collier,2556,63587,4.019689559186626
11,2007,Columbia,269,15526,1.7325776117480356
12,2007,Desoto,146,7925,1.8422712933753944
13,2007,Dixie,42,3236,1.2978986402966626
14,2007,Duval,5671,208026,2.726101544999183
15,2007,Escambia,2617,65592,3.9898158311989262
16,2007,Flagler,321,18275,1.756497948016416
17,2007,Franklin,27,1966,1.373346897253306
18,2007,Gadsden,156,11422,1.3657853265627735
19,2007,Gilchrist,48,3698,1.2979989183342346
20,2007,Glades,93,2495,3.7274549098196395
21,2007,Gulf,81,2769,2.925243770314193
22,2007,Hamilton,34,3036,1.1198945981554678
23,2007,Hardee,204,7452,2.737520128824477
24,2007,Hendry,549,11222,4.892176082694707
25,2007,Hernando,908,34242,2.6517142690263418
26,2007,Highlands,730,18379,3.971924479024974
27,2007,Hillsborough,11492,291877,3.9372749480089215
28,2007,Holmes,58,4436,1.3074842200180343
29,2007,Indian River,996,25881,3.8483829836559638
30,2007,Jackson,129,10206,1.2639623750734863
31,2007,Jefferson,41,2797,1.465856274579907
32,2007,Lafayette,21,1704,1.232394366197183
33,2007,Lake,1600,60984,2.623638987275351
34,2007,Lee,4586,122104,3.7558147153246417
35,2007,Leon,1207,53211,2.2683279772979272
36,2007,Levy,325,8936,3.6369740376007162
37,2007,Liberty,8,1718,0.46565774155995343
38,2007,Madison,139,4396,3.1619654231119196
39,2007,Manatee,2284,66317,3.4440641162899412
40,2007,Marion,2545,64984,3.9163486396651486
41,2007,Martin,1142,26136,4.3694520967248245
42,2007,Miami-Dade,9213,548875,1.6785242541562286
43,2007,Monroe,212,11297,1.876604408249978
44,2007,Nassau,269,15802,1.7023161625110745
45,2007,Okaloosa,1588,42187,3.7641927608030907
46,2007,Okeechobee,189,9668,1.954902772031444
47,2007,Orange,6914,268206,2.5778692497557847
48,2007,Osecola,1933,68468,2.8232166851667935
49,2007,Palm Beach,7271,267751,2.7155827615956616
50,2007,Pasco,1869,96977,1.927261103148169
51,2007,Pinellas,6920,169824,4.074806858865649
52,2007,Polk,4779,141567,3.375786729958253
53,2007,Putnam,510,17707,2.880216863387361
54,2007,Santa Rosa,830,41197,2.0147098089666726
55,2007,Sarasota,1479,61191,2.4170221110947687
56,2007,Seminole,3194,36198,8.82369191668048
57,2007,St. Johns,630,61504,1.0243236212278877
58,2007,St. Lucie,2592,98598,2.6288565690987644
59,2007,Sumter,254,8501,2.987883778379014
60,2007,Suwannee,174,9480,1.8354430379746836
61,2007,Taylor,152,4566,3.328953131844065
62,2007,Union,54,2954,1.8280297901150981
63,2007,Volusia,3366,98273,3.425152381630763
64,2007,Wakulla,147,6756,2.1758436944937833
65,2007,Walton,342,11072,3.088872832369942
66,2007,Washington,138,5242,2.632582983594048
0,2008,Alachua,2012,44328,4.538891896769536
1,2008,Baker,110,6996,1.5723270440251573
2,2008,Bay,1749,37371,4.680099542425945
3,2008,Bradford,77,5816,1.3239339752407153
4,2008,Brevard,5497,110176,4.989289863491141
5,2008,Broward,10592,392080,2.7014894919404204
6,2008,Calhoun,45,3101,1.45114479200258
7,2008,Charlotte,1042,23971,4.346919194026115
8,2008,Citrus,490,23218,2.1104315617193556
9,2008,Clay,1383,50258,2.7518007083449403
10,2008,Collier,2428,62940,3.857642198919606
11,2008,Columbia,293,15474,1.893498772133902
12,2008,Desoto,155,7831,1.9793129868471462
13,2008,Dixie,56,3188,1.7565872020075282
14,2008,Duval,6590,205917,3.2003185749598138
15,2008,Escambia,2544,64702,3.9318722759729217
16,2008,Flagler,313,18969,1.6500606252306396
17,2008,Franklin,29,1947,1.4894709809964048
18,2008,Gadsden,208,11386,1.8268048480590198
19,2008,Gilchrist,59,3720,1.5860215053763442
20,2008,Glades,46,2470,1.862348178137652
21,2008,Gulf,63,2704,2.329881656804734
22,2008,Hamilton,157,2998,5.2368245496998
23,2008,Hardee,215,7534,2.8537297584284573
24,2008,Hendry,502,11009,4.559905531837587
25,2008,Hernando,1067,34614,3.082567747154331
26,2008,Highlands,647,18463,3.5043059091155286
27,2008,Hillsborough,11950,292218,4.089412698738613
28,2008,Holmes,34,4481,0.758759205534479
29,2008,Indian River,909,26096,3.483292458614347
30,2008,Jackson,120,10137,1.1837821840781295
31,2008,Jefferson,39,2860,1.3636363636363635
32,2008,Lafayette,10,1774,0.5636978579481398
33,2008,Lake,1653,61488,2.6883294301327085
34,2008,Lee,5009,122778,4.079721122676701
35,2008,Leon,1568,53255,2.944324476574969
36,2008,Levy,224,8924,2.510085163603765
37,2008,Liberty,7,1788,0.39149888143176736
38,2008,Madison,84,4300,1.9534883720930232
39,2008,Manatee,2297,66288,3.465182235095342
40,2008,Marion,1698,65515,2.59177287644051
41,2008,Martin,1099,26013,4.224810671587283
42,2008,Miami-Dade,9571,544374,1.7581662606957718
43,2008,Monroe,376,11154,3.3709879863726018
44,2008,Nassau,323,15942,2.0260945928992595
45,2008,Okaloosa,1373,41223,3.330664920068894
46,2008,Okeechobee,294,9627,3.0539108756622
47,2008,Orange,6574,267682,2.455899163933324
48,2008,Osecola,1709,70080,2.4386415525114153
49,2008,Palm Beach,7696,266281,2.890179922713224
50,2008,Pasco,2057,98877,2.0803624705442116
51,2008,Pinellas,6175,166604,3.706393603995102
52,2008,Polk,4213,142489,2.956719466064047
53,2008,Putnam,424,17466,2.427573571510363
54,2008,Santa Rosa,694,42465,1.6342870599317085
55,2008,Sarasota,1551,62577,2.478546430797258
56,2008,Seminole,3077,36387,8.456316816445433
57,2008,St. Johns,563,60858,0.9251043412534096
58,2008,St. Lucie,2515,97602,2.57679145919141
59,2008,Sumter,389,8527,4.561979594230093
60,2008,Suwannee,114,9612,1.1860174781523096
61,2008,Taylor,140,4586,3.052769297863062
62,2008,Union,40,2994,1.3360053440213762
63,2008,Volusia,2912,96364,3.021875389149475
64,2008,Wakulla,129,6882,1.8744551002615517
65,2008,Walton,228,11183,2.038808906375749
66,2008,Washington,99,5440,1.8198529411764708
0,2009,Alachua,1410,44391,3.1763195242278837
1,2009,Baker,92,7114,1.29322462749508
2,2009,Bay,1473,37072,3.9733491583944756
3,2009,Bradford,122,5726,2.1306322039818375
4,2009,Brevard,4882,108605,4.495188987615671
5,2009,Broward,9647,389996,2.473615114001169
6,2009,Calhoun,44,3112,1.4138817480719794
7,2009,Charlotte,853,23309,3.659530653395684
8,2009,Citrus,534,22719,2.3504555658259605
9,2009,Clay,979,50098,1.954169827138808
10,2009,Collier,2271,62431,3.6376159279844953
11,2009,Columbia,278,15272,1.820324777370351
12,2009,Desoto,147,7799,1.8848570329529426
13,2009,Dixie,33,3189,1.03480714957667
14,2009,Duval,5770,204181,2.825924057576366
15,2009,Escambia,2291,64262,3.56509290093679
16,2009,Flagler,272,18978,1.4332384866687744
17,2009,Franklin,50,1892,2.6427061310782243
18,2009,Gadsden,116,11173,1.0382171305826546
19,2009,Gilchrist,38,3614,1.0514665190924184
20,2009,Glades,20,2378,0.8410428931875525
21,2009,Gulf,47,2659,1.7675817976682964
22,2009,Hamilton,103,2995,3.4390651085141903
23,2009,Hardee,170,7546,2.2528491916247018
24,2009,Hendry,464,10787,4.301473996477241
25,2009,Hernando,960,34183,2.808413538893602
26,2009,Highlands,655,18149,3.6090142707587196
27,2009,Hillsborough,10825,293105,3.693215741799014
28,2009,Holmes,41,4380,0.9360730593607305
29,2009,Indian River,863,25901,3.3319176865758084
30,2009,Jackson,105,10117,1.037857072254621
31,2009,Jefferson,57,2787,2.045209903121636
32,2009,Lafayette,22,1747,1.2593016599885518
33,2009,Lake,1543,61583,2.5055615997921508
34,2009,Lee,4341,120643,3.5982195402965775
35,2009,Leon,1138,53551,2.125077029373868
36,2009,Levy,118,8812,1.339083068542896
37,2009,Liberty,7,1763,0.39705048213272826
38,2009,Madison,59,4229,1.3951288720737764
39,2009,Manatee,1996,66281,3.0114210708951283
40,2009,Marion,1270,64809,1.959604375935441
41,2009,Martin,1119,25772,4.341921465155983
42,2009,Miami-Dade,8804,542695,1.6222740213195257
43,2009,Monroe,277,10999,2.518410764614965
44,2009,Nassau,294,15933,1.8452268875917905
45,2009,Okaloosa,1200,40771,2.943268499668882
46,2009,Okeechobee,236,9584,2.4624373956594323
47,2009,Orange,5774,268075,2.1538748484565886
48,2009,Osecola,1377,69999,1.967170959585137
49,2009,Palm Beach,7092,266992,2.656259363576437
50,2009,Pasco,1800,98457,1.8282092690209941
51,2009,Pinellas,6503,163932,3.966888709952907
52,2009,Polk,4136,141854,2.9156738618579667
53,2009,Putnam,329,17006,1.9346113136540044
54,2009,Santa Rosa,629,43189,1.4563893584014447
55,2009,Sarasota,953,61677,1.5451464889667137
56,2009,Seminole,3093,35996,8.592621402378043
57,2009,St. Johns,472,59897,0.7880194333606023
58,2009,St. Lucie,2528,97162,2.601840225602602
59,2009,Sumter,321,8527,3.7645127242875573
60,2009,Suwannee,119,9576,1.2426900584795322
61,2009,Taylor,80,4502,1.776988005330964
62,2009,Union,32,3009,1.0634762379528082
63,2009,Volusia,2198,94563,2.324376341698127
64,2009,Wakulla,95,7032,1.350967007963595
65,2009,Walton,178,11368,1.5657987332864178
66,2009,Washington,71,5378,1.3201933804388248
0,2010,Alachua,1344,44289,3.0346135609293503
1,2010,Baker,108,7024,1.5375854214123008
2,2010,Bay,1378,37089,3.715387311601823
3,2010,Bradford,76,5640,1.3475177304964538
4,2010,Brevard,4137,107193,3.8593938036998683
5,2010,Broward,8999,391516,2.2985012106784906
6,2010,Calhoun,26,3118,0.8338678640153944
7,2010,Charlotte,842,22762,3.699147702310869
8,2010,Citrus,529,22320,2.3700716845878134
9,2010,Clay,1065,50072,2.1269372104169992
10,2010,Collier,1834,62631,2.9282623620890615
11,2010,Columbia,199,15168,1.3119725738396624
12,2010,Desoto,106,7822,1.3551521350038354
13,2010,Dixie,36,3122,1.1531069827033953
14,2010,Duval,4207,203271,2.069650860181728
15,2010,Escambia,1960,64117,3.0569115835113934
16,2010,Flagler,222,19040,1.165966386554622
17,2010,Franklin,38,1981,1.9182231196365473
18,2010,Gadsden,103,11181,0.9212056166711385
19,2010,Gilchrist,33,3640,0.9065934065934067
20,2010,Glades,34,2400,1.4166666666666665
21,2010,Gulf,26,2556,1.0172143974960877
22,2010,Hamilton,50,2870,1.7421602787456445
23,2010,Hardee,177,7658,2.311308435622878
24,2010,Hendry,394,10853,3.630332626923431
25,2010,Hernando,1010,34072,2.9643108710965014
26,2010,Highlands,641,17899,3.5812056539471477
27,2010,Hillsborough,8865,293989,3.0154189442462136
28,2010,Holmes,47,4245,1.1071849234393405
29,2010,Indian River,758,25879,2.929015804320105
30,2010,Jackson,140,9833,1.4237770771890572
31,2010,Jefferson,30,2737,1.0960906101571064
32,2010,Lafayette,5,1785,0.2801120448179272
33,2010,Lake,1550,61713,2.5116263996240664
34,2010,Lee,3677,120693,3.0465727092706287
35,2010,Leon,1087,53946,2.014977940903867
36,2010,Levy,142,8596,1.6519311307584925
37,2010,Liberty,4,1755,0.2279202279202279
38,2010,Madison,79,4147,1.9049915601639738
39,2010,Manatee,1818,66158,2.7479669881193507
40,2010,Marion,1205,63944,1.8844614037282623
41,2010,Martin,853,25780,3.308766485647789
42,2010,Miami-Dade,8258,545932,1.5126426001773114
43,2010,Monroe,265,11021,2.4045004990472734
44,2010,Nassau,246,15914,1.5458087218801055
45,2010,Okaloosa,1108,40227,2.7543689561737144
46,2010,Okeechobee,220,9542,2.3055963110459023
47,2010,Orange,5179,269977,1.918311559873619
48,2010,Osecola,1287,70428,1.8273981939001533
49,2010,Palm Beach,6215,268788,2.3122312007976547
50,2010,Pasco,1925,98493,1.9544536159930146
51,2010,Pinellas,6137,162220,3.7831340155344595
52,2010,Polk,4072,141402,2.8797329599298456
53,2010,Putnam,347,16684,2.0798369695516663
54,2010,Santa Rosa,595,43945,1.3539651837524178
55,2010,Sarasota,946,61896,1.5283701693162726
56,2010,Seminole,2888,36285,7.959211795507786
57,2010,St. Johns,411,59639,0.6891463639564714
58,2010,St. Lucie,1882,96827,1.9436727359104382
59,2010,Sumter,223,8487,2.6275480146105807
60,2010,Suwannee,84,9405,0.8931419457735247
61,2010,Taylor,73,4430,1.6478555304740405
62,2010,Union,36,3014,1.1944260119442602
63,2010,Volusia,2337,92920,2.5150667240637103
64,2010,Wakulla,96,6889,1.3935259108724052
65,2010,Walton,215,11310,1.900972590627763
66,2010,Washington,64,5249,1.2192798628310155
0,2011,Alachua,1369,44665,3.0650397402888165
1,2011,Baker,75,6991,1.0728078958661136
2,2011,Bay,1533,36732,4.173472721332898
3,2011,Bradford,88,5563,1.5818802804242316
4,2011,Brevard,3873,105456,3.6726217569412833
5,2011,Broward,8010,395073,2.027473403649452
6,2011,Calhoun,22,3135,0.7017543859649122
7,2011,Charlotte,797,22313,3.5719087527450366
8,2011,Citrus,429,21669,1.9797867921916104
9,2011,Clay,1021,49297,2.0711199464470456
10,2011,Collier,1576,62609,2.5172099857847914
11,2011,Columbia,184,14890,1.2357286769644058
12,2011,Desoto,101,7626,1.3244164699711514
13,2011,Dixie,26,3157,0.8235666772252138
14,2011,Duval,3766,202998,1.855190691533907
15,2011,Escambia,1666,63876,2.6081783455444927
16,2011,Flagler,264,18951,1.3930663289536172
17,2011,Franklin,40,1922,2.081165452653486
18,2011,Gadsden,124,10842,1.1437004242759639
19,2011,Gilchrist,25,3613,0.6919457514530861
20,2011,Glades,24,2367,1.0139416983523446
21,2011,Gulf,26,2512,1.0350318471337578
22,2011,Hamilton,23,2839,0.8101444170482565
23,2011,Hardee,220,7564,2.9085140137493393
24,2011,Hendry,338,10729,3.150340199459409
25,2011,Hernando,953,33875,2.8132841328413285
26,2011,Highlands,605,17793,3.400213567133142
27,2011,Hillsborough,7796,295966,2.634086347756161
28,2011,Holmes,40,4224,0.946969696969697
29,2011,Indian River,804,25720,3.12597200622084
30,2011,Jackson,120,9575,1.2532637075718016
31,2011,Jefferson,43,2695,1.5955473098330242
32,2011,Lafayette,5,1785,0.2801120448179272
33,2011,Lake,1466,61802,2.372091518073849
34,2011,Lee,3388,121711,2.7836432204155748
35,2011,Leon,915,53862,1.698785785897293
36,2011,Levy,83,8275,1.0030211480362539
37,2011,Liberty,8,1728,0.4629629629629629
38,2011,Madison,81,4006,2.0219670494258613
39,2011,Manatee,1636,66396,2.464003855653955
40,2011,Marion,991,63337,1.5646462573219444
41,2011,Martin,759,25751,2.947458351131995
42,2011,Miami-Dade,8295,547742,1.514399114911765
43,2011,Monroe,292,11278,2.5891115446001067
44,2011,Nassau,168,15890,1.0572687224669604
45,2011,Okaloosa,808,40800,1.980392156862745
46,2011,Okeechobee,208,9394,2.214179263359591
47,2011,Orange,5399,272657,1.980143550321466
48,2011,Osecola,995,72124,1.3795685208807056
49,2011,Palm Beach,5786,269260,2.1488524103097375
50,2011,Pasco,2004,97561,2.0540994864751285
51,2011,Pinellas,5140,160899,3.1945506187111175
52,2011,Polk,3952,141098,2.8008901614480717
53,2011,Putnam,279,16398,1.7014270032930843
54,2011,Santa Rosa,517,44559,1.1602594313157835
55,2011,Sarasota,889,61431,1.447152089336003
56,2011,Seminole,2333,36302,6.426643160156466
57,2011,St. Johns,361,59304,0.6087279104276272
58,2011,St. Lucie,1557,95715,1.626704278326281
59,2011,Sumter,165,8504,1.9402634054562558
60,2011,Suwannee,75,9514,0.7883119613201598
61,2011,Taylor,46,4415,1.0419026047565119
62,2011,Union,60,2970,2.0202020202020203
63,2011,Volusia,2058,91819,2.241366166044065
64,2011,Wakulla,71,6809,1.042737553238361
65,2011,Walton,198,11258,1.7587493338070705
66,2011,Washington,44,5182,0.8490930142802007
0,2012,Alachua,1149,44913,2.5582793400574446
1,2012,Baker,65,6885,0.944081336238199
2,2012,Bay,1423,37073,3.838372939875381
3,2012,Bradford,95,5535,1.7163504968383017
4,2012,Brevard,3218,104662,3.074659379717567
5,2012,Broward,6853,396436,1.728652291921016
6,2012,Calhoun,23,3112,0.7390745501285347
7,2012,Charlotte,837,22245,3.7626432906271075
8,2012,Citrus,375,21343,1.7570163519655155
9,2012,Clay,900,48718,1.8473664764563407
10,2012,Collier,1434,62695,2.2872637371401225
11,2012,Columbia,158,14849,1.0640447168159473
12,2012,Desoto,65,7497,0.8670134720554887
13,2012,Dixie,27,3085,0.8752025931928687
14,2012,Duval,2948,203331,1.449852703227742
15,2012,Escambia,1797,64072,2.804657260581845
16,2012,Flagler,232,18747,1.237531338347469
17,2012,Franklin,33,1943,1.6984045290787442
18,2012,Gadsden,83,10663,0.7783925724467786
19,2012,Gilchrist,18,3534,0.5093378607809848
20,2012,Glades,28,2278,1.2291483757682178
21,2012,Gulf,17,2465,0.6896551724137931
22,2012,Hamilton,51,2794,1.825340014316392
23,2012,Hardee,190,7486,2.5380710659898478
24,2012,Hendry,269,10640,2.5281954887218046
25,2012,Hernando,729,33248,2.1926130895091434
26,2012,Highlands,447,17687,2.527279923107367
27,2012,Hillsborough,7017,298628,2.3497461724955464
28,2012,Holmes,32,4073,0.7856616744414436
29,2012,Indian River,603,25601,2.355376743095973
30,2012,Jackson,165,9290,1.776103336921421
31,2012,Jefferson,30,2560,1.171875
32,2012,Lafayette,8,1794,0.4459308807134894
33,2012,Lake,1112,61535,1.8071016494677825
34,2012,Lee,3411,122869,2.776127420260603
35,2012,Leon,980,53667,1.8260756144371775
36,2012,Levy,87,8174,1.0643503792512845
37,2012,Liberty,21,1664,1.2620192307692308
38,2012,Madison,128,3861,3.3152033152033153
39,2012,Manatee,1485,67018,2.215822614819899
40,2012,Marion,930,63249,1.470378978323768
41,2012,Martin,694,25772,2.6928449480055874
42,2012,Miami-Dade,7270,548364,1.3257617203171617
43,2012,Monroe,294,11344,2.5916784203102963
44,2012,Nassau,166,15734,1.0550400406762426
45,2012,Okaloosa,1007,42590,2.3644047898567737
46,2012,Okeechobee,164,9145,1.7933296883542922
47,2012,Orange,4836,277177,1.7447335096346377
48,2012,Osecola,920,74260,1.2388903851333153
49,2012,Palm Beach,4811,270323,1.7797227760863856
50,2012,Pasco,1958,97613,2.0058803642957392
51,2012,Pinellas,4609,160000,2.8806249999999998
52,2012,Polk,3947,141169,2.7959396184714778
53,2012,Putnam,242,16043,1.5084460512372997
54,2012,Santa Rosa,507,45193,1.1218551545593343
55,2012,Sarasota,764,61244,1.2474691398341062
56,2012,Seminole,2069,36416,5.6815685413005275
57,2012,St. Johns,410,59460,0.6895391860073999
58,2012,St. Lucie,1467,95258,1.540028134119969
59,2012,Sumter,162,8335,1.943611277744451
60,2012,Suwannee,57,9389,0.6070934071786133
61,2012,Taylor,79,4364,1.8102658111824015
62,2012,Union,38,2947,1.2894468951476077
63,2012,Volusia,1773,91392,1.9399947478991597
64,2012,Wakulla,37,6677,0.5541410813239478
65,2012,Walton,393,11615,3.3835557468790354
66,2012,Washington,50,5117,0.9771350400625366
0,2013,Alachua,1068,45383,2.35330410065443
1,2013,Baker,42,6763,0.6210261718172408
2,2013,Bay,1313,37672,3.485347207475048
3,2013,Bradford,52,5496,0.9461426491994178
4,2013,Brevard,3069,104079,2.9487216441357047
5,2013,Broward,5814,400146,1.4529696660718838
6,2013,Calhoun,47,3084,1.523994811932555
7,2013,Charlotte,883,22023,4.009444671479816
8,2013,Citrus,364,21120,1.7234848484848484
9,2013,Clay,744,48322,1.5396713712180787
10,2013,Collier,1248,62898,1.9841648383096444
11,2013,Columbia,188,14641,1.284065296086333
12,2013,Desoto,92,7295,1.2611377655928717
13,2013,Dixie,33,3045,1.083743842364532
14,2013,Duval,2912,203849,1.4285083566757748
15,2013,Escambia,1676,64514,2.5978857302290974
16,2013,Flagler,191,18616,1.0259991405242803
17,2013,Franklin,47,1929,2.436495593571799
18,2013,Gadsden,88,10464,0.8409785932721712
19,2013,Gilchrist,26,3477,0.7477710670117919
20,2013,Glades,13,2175,0.5977011494252874
21,2013,Gulf,25,2464,1.0146103896103895
22,2013,Hamilton,31,2719,1.140125045972784
23,2013,Hardee,148,7395,2.0013522650439484
24,2013,Hendry,337,10552,3.193707354056103
25,2013,Hernando,756,33032,2.288689755388714
26,2013,Highlands,528,17534,3.0112923462986196
27,2013,Hillsborough,6815,302054,2.25621908665338
28,2013,Holmes,37,3990,0.9273182957393483
29,2013,Indian River,551,25516,2.1594293776453988
30,2013,Jackson,81,9202,0.8802434253423169
31,2013,Jefferson,39,2512,1.552547770700637
32,2013,Lafayette,5,1827,0.27367268746579093
33,2013,Lake,1055,61775,1.707810602994739
34,2013,Lee,2904,124454,2.333392257380237
35,2013,Leon,951,53528,1.7766402630399043
36,2013,Levy,32,7942,0.4029211785444472
37,2013,Liberty,21,1661,1.2642986152919928
38,2013,Madison,121,3804,3.1808622502628814
39,2013,Manatee,1420,67845,2.093006116884074
40,2013,Marion,934,63162,1.4787372154143315
41,2013,Martin,458,25880,1.7697063369397217
42,2013,Miami-Dade,5360,547637,0.9787505227002558
43,2013,Monroe,334,11351,2.9424720288961326
44,2013,Nassau,187,15688,1.191993880673126
45,2013,Okaloosa,703,42921,1.6378928729526339
46,2013,Okeechobee,213,8945,2.381218557853549
47,2013,Orange,4621,281206,1.6432793041400255
48,2013,Osecola,959,76296,1.2569466289189473
49,2013,Palm Beach,4835,272412,1.7748851005095223
50,2013,Pasco,1708,97892,1.7447799615903241
51,2013,Pinellas,4749,159930,2.969424123053836
52,2013,Polk,3737,142251,2.627046558547919
53,2013,Putnam,206,15836,1.300833543824198
54,2013,Santa Rosa,453,46554,0.9730635391158654
55,2013,Sarasota,776,60691,1.278608030844771
56,2013,Seminole,1969,36506,5.393633923190708
57,2013,St. Johns,400,59221,0.6754360784181287
58,2013,St. Lucie,1631,94992,1.7169866936163045
59,2013,Sumter,202,8360,2.416267942583732
60,2013,Suwannee,60,9355,0.6413682522715126
61,2013,Taylor,61,4376,1.393967093235832
62,2013,Union,41,2886,1.4206514206514207
63,2013,Volusia,1731,91039,1.9013829238018871
64,2013,Wakulla,62,6519,0.9510661144347293
65,2013,Walton,460,12074,3.8098393241676325
66,2013,Washington,32,5028,0.6364359586316627
0,2014,Alachua,1160,46072,2.517798228859177
1,2014,Baker,75,6752,1.110781990521327
2,2014,Bay,1392,38434,3.6217932039340166
3,2014,Bradford,72,5410,1.3308687615526802
4,2014,Brevard,2993,104183,2.8728295403280764
5,2014,Broward,4831,404458,1.194437988616865
6,2014,Calhoun,33,3023,1.0916308303010256
7,2014,Charlotte,862,22069,3.9059313969821923
8,2014,Citrus,310,20983,1.4773864557022351
9,2014,Clay,670,48424,1.3836114323475963
10,2014,Collier,1114,63640,1.7504714016341922
11,2014,Columbia,179,14852,1.2052248855373013
12,2014,Desoto,153,7230,2.116182572614108
13,2014,Dixie,38,3039,1.2504113195129978
14,2014,Duval,2679,205359,1.3045447241172776
15,2014,Escambia,1425,64519,2.2086517149986826
16,2014,Flagler,187,18559,1.0075973921008676
17,2014,Franklin,32,1927,1.660612350804359
18,2014,Gadsden,90,10258,0.8773640085786704
19,2014,Gilchrist,8,3464,0.23094688221709006
20,2014,Glades,5,2186,0.22872827081427266
21,2014,Gulf,39,2482,1.5713134568896052
22,2014,Hamilton,61,2719,2.2434718646561236
23,2014,Hardee,163,7329,2.224041479055806
24,2014,Hendry,265,10681,2.4810411010205033
25,2014,Hernando,665,32866,2.0233676139475443
26,2014,Highlands,464,17387,2.6686604934721343
27,2014,Hillsborough,6228,305881,2.0360859288416084
28,2014,Holmes,42,3994,1.0515773660490735
29,2014,Indian River,477,25467,1.8730121333490402
30,2014,Jackson,63,9158,0.6879231273203756
31,2014,Jefferson,36,2463,1.46163215590743
32,2014,Lafayette,5,1806,0.2768549280177187
33,2014,Lake,835,62610,1.3336527711228239
34,2014,Lee,2384,126132,1.8900834046871533
35,2014,Leon,961,53630,1.7919075144508672
36,2014,Levy,35,7878,0.4442751967504443
37,2014,Liberty,8,1599,0.5003126954346466
38,2014,Madison,95,3683,2.579418951941352
39,2014,Manatee,1368,68321,2.0023126125203086
40,2014,Marion,1051,63537,1.6541542723137699
41,2014,Martin,297,25909,1.1463198116484619
42,2014,Miami-Dade,4619,549308,0.8408761569101487
43,2014,Monroe,260,11534,2.2542049592509104
44,2014,Nassau,110,15529,0.7083521153969992
45,2014,Okaloosa,807,43376,1.8604758391737368
46,2014,Okeechobee,103,8859,1.1626594423749859
47,2014,Orange,4826,286525,1.684320739900532
48,2014,Osecola,747,78641,0.949886191681184
49,2014,Palm Beach,4438,274996,1.6138416558786308
50,2014,Pasco,1430,99309,1.4399500548792152
51,2014,Pinellas,4893,160110,3.056023983511336
52,2014,Polk,3847,144249,2.6669162351212137
53,2014,Putnam,132,15611,0.8455576196271859
54,2014,Santa Rosa,334,48000,0.6958333333333334
55,2014,Sarasota,603,60700,0.9934102141680395
56,2014,Seminole,1767,36786,4.803457837220682
57,2014,St. Johns,303,59191,0.5119021472859049
58,2014,St. Lucie,1509,95302,1.5833875469559926
59,2014,Sumter,134,8448,1.5861742424242424
60,2014,Suwannee,72,9369,0.7684918347742555
61,2014,Taylor,47,4363,1.0772404308961723
62,2014,Union,48,2932,1.6371077762619373
63,2014,Volusia,1612,91651,1.7588460573261613
64,2014,Wakulla,57,6557,0.8692999847491232
65,2014,Walton,297,12454,2.384775975590172
66,2014,Washington,29,4861,0.5965850648014812
0,2015,Alachua,765,46690,1.6384664810451917
1,2015,Baker,84,6735,1.247216035634744
2,2015,Bay,1290,39179,3.292580208785319
3,2015,Bradford,90,5425,1.6589861751152075
4,2015,Brevard,2577,105826,2.4351293632944646
5,2015,Broward,3616,407304,0.8877889733466895
6,2015,Calhoun,26,3025,0.859504132231405
7,2015,Charlotte,775,22303,3.4748688517239836
8,2015,Citrus,272,21047,1.2923457024754121
9,2015,Clay,604,48827,1.2370205009523418
