,COUNTY NAME,Year,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT,TOTAL ARRESTS,JUVENILE POP,CRIME RATE
10,Collier,2016,12.417706657390097,1.1686524329260342,1.811540635735096,9.437513588728963,11.421272339870416,6.030634430577901,3.5739661695003697,0.6897856242118537,0.8061051441492368,998,64479,1.5477907535786843
11,Columbia,2016,9.048255528255527,1.2663390663390663,5.665749385749386,2.116167076167076,8.748206388206388,4.9402457002457005,3.011597051597052,0.5211793611793611,0.19508599508599508,104,15246,0.6821461366915913
12,Miami-Dade,2016,10.041901230217658,1.2067794808979275,3.0788105565483432,5.756311192771388,10.220740032272591,5.7481283856154874,2.7405216749305747,0.6915534748964565,0.6565122672192718,3574,557911,0.6406039672994438
13,Dixie,2016,18.70471698113208,1.5042452830188682,15.086792452830188,2.113679245283018,18.27122641509434,4.739622641509434,3.6617924528301886,0.6363207547169811,9.22688679245283,17,3045,0.5582922824302134
14,Duval,2016,9.378839247012197,1.165118583194006,4.57892129543625,3.6347993683819433,9.777323673292463,5.4735045513654095,2.979905876524862,0.4581630441513406,0.7449687287138522,2596,209977,1.236325883311029
15,Escambia,2016,9.699200590333293,1.2512114131103185,4.731816504734965,3.7161726724880086,9.674037633747387,4.931373754765711,3.3001106874923134,0.622506456770385,0.7794613208707416,1283,65554,1.9571650852732096
16,Flagler,2016,9.961110252048863,1.036956857893923,3.522653471470542,5.4014999226843985,9.475877532085976,4.983377145507964,2.8386423380238126,0.7843667852172569,0.6707901654553889,132,18892,0.6987084480203261
17,Franklin,2016,13.027173913043477,2.2453416149068324,2.2585403726708075,8.523291925465838,12.219720496894409,6.641304347826088,3.7678571428571432,0.9767080745341616,0.4697204968944099,43,1920,2.239583333333333
18,Gadsden,2016,10.158284533241474,2.4302445745780226,5.572855666551843,2.155184292111609,9.928522218394763,4.8057182225284185,4.146055804340338,0.8666896314157768,0.08353427488804685,27,10183,0.2651477953451832
19,Gilchrist,2016,10.861443598113892,2.200217627856365,6.341313021400072,2.319912948857454,10.69024301777294,5.630032644178455,4.235400797968807,0.7210736307580704,0.09974610083424013,6,3600,0.16666666666666669
20,Glades,2016,10.772781774580336,1.3645083932853717,6.423261390887291,2.9850119904076737,11.317745803357315,5.726019184652277,4.059952038369304,0.6354916067146283,0.88189448441247,7,2152,0.3252788104089219
21,Gulf,2016,10.429083461341524,1.0235535074244753,3.159242191500256,6.246287762416794,10.311827956989248,5.296466973886329,4.09062980030722,0.5975422427035331,0.3154121863799283,50,2484,2.0128824476650564
22,Hamilton,2016,11.690051753881537,2.4577343300747554,5.653824036802759,3.578493387004025,12.52041403105233,4.666474985623922,5.266820011500863,0.9062679700977572,1.6762507188039102,49,2751,1.7811704834605595
23,Hardee,2016,9.386021710150446,1.4450580841744431,5.4212530946486375,2.5197105313273656,9.606360693201292,5.070843648828793,3.5105694153494573,0.6556846314987621,0.3429822890877928,139,7201,1.9302874600749893
24,Hendry,2016,9.440438219387048,1.6494244903619468,5.665649701844404,2.125364027180696,9.713077243100818,5.312439328803217,3.2382471224518103,0.6307030924975732,0.5175426431840244,236,10708,2.2039596563317145
25,Hernando,2016,9.186631787840518,1.0001804077214504,4.928062421071622,3.2583889590474477,8.976005773047088,4.9547627638462926,2.8798484575139818,0.5320674724878225,0.38381742738589214,683,33949,2.011841291348788
26,Highlands,2016,9.49296912881849,1.472361402941652,4.7718603523517045,3.2487473735251333,9.378939712299985,5.097139162760628,3.164861807014708,0.7048650395991596,0.22377565863908194,453,17592,2.575034106412005
27,Hillsborough,2016,9.901511398007766,1.455372942059144,4.9915252237841115,3.4546132321645127,10.25364873090698,5.53020672602785,2.9323952567677884,1.0616827810100842,0.5448582739957437,5800,317391,1.827399012574396
28,Holmes,2016,14.141820381009977,1.3169035379498035,11.322951315391593,1.5019655276685815,13.552766858179616,5.383429089809495,3.313274871484729,0.5521620804354399,4.29452676141518,27,3924,0.6880733944954129
29,Jackson,2016,9.444817518248176,1.365255474452555,5.851240875912409,2.228321167883212,9.466131386861315,5.079270072992701,3.4143065693430663,0.5508029197080292,0.3883211678832117,96,9051,1.0606562810739144
30,Jefferson,2016,13.649188514357052,2.6279650436953808,4.7790262172284645,6.242197253433209,13.74406991260924,6.143570536828964,5.626716604244693,0.8789013732833958,1.0948813982521848,17,2457,0.6919006919006919
31,Lafayette,2016,9.608520900321544,1.2339228295819935,6.284565916398714,2.090032154340836,9.7508038585209,5.090836012861736,3.737942122186495,0.4019292604501608,0.5152733118971061,4,1734,0.2306805074971165
32,Lake,2016,9.291295746785359,0.8671047053836372,4.462389901559042,3.9618011398426822,9.027318543639018,4.991827987376949,2.993076162215628,0.4593989920399416,0.3215109980688616,622,65915,0.9436395357657591
33,Lee,2016,10.177408579658083,1.2211611122671369,3.09027587641963,5.865971590971317,9.76791992027073,5.393816600773199,3.058668915440975,0.5943225749926075,0.553078009834737,2239,131178,1.70684108615774
34,Leon,2016,10.209449845861988,1.0328728954232866,4.6054363291439415,4.5711406212947585,11.110949727294283,4.979072800569125,3.3459509129713068,0.7208323452691486,1.7791380128053118,949,53911,1.7603086568603807
