,COUNTY NAME,Year,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT,TOTAL ARRESTS,JUVENILE POP,CRIME RATE
282,Nassau,2015,9.415398388540734,0.8386750223813787,3.4701880035810206,5.106535362578335,9.38791405550582,4.750134288272157,3.1947179946284687,0.5347358997314234,0.8986571172784243,170,15728,1.0808748728382502
283,Okaloosa,2015,9.264803550879499,0.9084004602991944,3.9771165543317437,4.379286536248562,9.571494328456351,5.814992602334375,2.856320894295578,0.5586059510110143,0.27601512411638995,745,43869,1.6982379356721151
284,Okeechobee,2015,9.296296296296298,1.4507219083490268,5.546139359698682,2.299435028248588,9.304770872567484,5.141870684243567,3.192404268675455,0.6622724419334589,0.3041431261770245,98,8804,1.113130395274875
285,Orange,2015,11.000052178994824,1.1127640257138087,3.953028468859576,5.93425968442144,10.771429913174153,5.351832526298214,3.458413341125397,0.6278802805142761,1.0186331190515945,4723,292397,1.6152696505094104
286,Pasco,2015,9.422396998340428,1.0317050292228878,5.107439209178152,3.2832527599393897,9.850595281044805,4.929576448517209,2.8925607908218485,0.5640522404213868,1.2235947759578614,1587,101723,1.5601191470955438
287,Pinellas,2015,9.681028003160712,1.2015533756046797,3.285890492801665,5.19358413475437,10.224651646847958,5.525401352940043,3.0142713974598645,0.743230481623528,0.93356717482221,5119,160090,3.197576363295646
288,Polk,2015,9.443719101912297,1.2566208397260412,5.107206963288308,3.079891298897947,9.383793106906127,5.732910161146376,2.5908165618763976,0.6038626996781084,0.3088154187098262,3292,147005,2.239379612938336
289,Putnam,2015,9.493983533882203,1.7340993395458246,5.106305980276847,2.6535782140595314,9.725232968424864,5.1867366325884365,3.6048131728942368,0.5697095811092011,0.3570976205555053,122,15575,0.7833065810593901
290,Sarasota,2015,12.192450849398739,0.926369536171025,1.8069288032067188,9.459152510020996,12.740933384233632,6.789272761977477,3.421192021378125,0.6766558503531208,1.6478096965069666,524,61221,0.8559154538475359
291,Seminole,2015,8.972495236943178,0.7904103789276318,4.313802280218948,3.8682825777965952,8.920933256721204,5.0988750113406125,2.5701757038739528,0.5114918196389149,0.6173980101007046,1776,37164,4.778818211172101
292,Sumter,2015,9.895389430600696,0.896232093415192,1.883351390393644,7.115805946791863,9.902973395931145,6.328879258456722,2.5956422294450463,0.417960755988925,0.4163958107620079,148,8517,1.7377010684513323
293,Suwannee,2015,8.981649859480905,1.557282195404199,5.200694329641263,2.223673334435444,9.427508679120516,5.078856009257729,3.0322367333443543,0.8338568358406349,0.4771036534964457,98,9284,1.0555794915984489
294,Taylor,2015,10.31089108910891,2.0821782178217823,4.26039603960396,3.968316831683168,11.523762376237626,5.177887788778878,4.045214521452145,1.1603960396039603,1.13993399339934,79,4341,1.8198571757659523
295,Union,2015,8.866191275167788,1.1401006711409396,6.354446308724833,1.3716442953020134,8.981963087248321,5.287751677852349,3.0578859060402683,0.5604026845637584,0.0662751677852349,25,2949,0.84774499830451
296,Volusia,2015,9.633941434514464,1.11695291127766,4.138789517134208,4.3781990061025935,9.326577852598863,5.2148210499053045,2.9612639008045067,0.4787380416659922,0.400165109992392,1643,93149,1.7638407282955266
297,Wakulla,2015,8.694806457887571,0.9247228165726512,5.540556312001556,2.2295273293133637,8.814627504376581,4.52402256370356,3.446022174674188,0.4514685858782338,0.3812487842832134,71,6643,1.0687942194791509
298,Walton,2015,12.046710136336694,0.9877889745109664,1.93479549496147,9.124125666864256,11.848014226437463,5.311914641375221,3.5394190871369293,0.6296384113811501,2.1504445761707167,342,12881,2.6550733638692647
299,Washington,2015,10.698045112781957,1.7085714285714286,6.018345864661653,2.9711278195488724,14.07578947368421,5.582556390977444,4.200300751879698,1.738045112781955,2.553684210526316,25,4921,0.5080268238162975
300,Alachua,2012,9.181732168850072,1.3152474526928677,3.3247088791848616,4.541775836972342,9.969650655021834,4.780604075691412,3.4237991266375545,0.5684497816593886,1.0811499272197962,1149,44913,2.5582793400574446
301,Baker,2012,7.964356435643563,0.8988118811881188,5.2871287128712865,1.7784158415841584,8.301980198019802,4.3297029702970296,3.0330693069306935,0.5025742574257426,0.4168316831683168,65,6885,0.944081336238199
302,Bay,2012,8.90932209823123,1.0371972975024673,2.6124269338799055,5.2596978668488585,9.550026569498216,4.878653306004707,2.52451985121081,0.5940560236848098,1.3710240643740983,1423,37073,3.8383729398753816
303,Bradford,2012,9.021466905187836,1.4779367918902802,4.605247465712582,2.9382826475849733,9.454979129397731,5.0187835420393565,3.1672629695885517,0.7635658914728682,0.4979129397734049,95,5535,1.7163504968383017
304,Brevard,2012,8.184282371294852,0.862087697793626,3.860680855805661,3.461513817695565,8.394277913973701,4.833964787162915,2.57783597058168,0.4225679741475373,0.2010391129930912,3218,104662,3.0746593797175668
305,Broward,2012,8.592816409907227,1.0429166118586497,3.2338226077267698,4.316077190321806,8.96773032908023,4.944227361709701,2.7487600492111515,0.6004379482973405,0.31076532625600634,6853,396436,1.7286522919210159
306,Calhoun,2012,8.717752808988765,1.1941573033707866,5.441797752808988,2.081797752808989,9.724494382022472,5.1186516853932575,3.1352808988764047,0.6435955056179775,0.8269662921348314,23,3112,0.7390745501285347
307,Charlotte,2012,9.36702386751096,1.3005358012664394,1.638821237213833,6.427666829030688,11.239831953239165,4.969922065270335,3.7689357038480273,0.6703604481246955,1.6078300048709206,837,22245,3.762643290627108
308,Citrus,2012,9.214814338116996,1.1919685951476928,2.287727653002124,5.735118089967179,10.711757513353495,5.012484715876184,3.357680674432074,0.6888474161786473,1.5997811957011392,375,21343,1.7570163519655155
309,Clay,2012,7.970442244594633,0.7178832833225833,4.6565523430270055,2.5960066182450428,8.310300344933959,5.025182983258084,2.371967806163942,0.4160520485711882,0.4125466221711209,900,48718,1.847366476456341
310,Collier,2012,11.137679818678016,1.2886812526018778,1.7199222905777325,8.129076275498404,11.751075442897449,6.030829363060271,3.6507470280771535,0.5800222026920764,0.9508996715851796,1434,62695,2.2872637371401225
311,Columbia,2012,8.334255275558286,1.2582462610120877,4.675681212866215,2.400327801679984,8.738065970088098,4.7060028682647,3.086457693095677,0.5460971112476951,0.26080721163695963,158,14849,1.0640447168159473
312,Miami-Dade,2012,9.105116791676538,1.3063565165501272,2.8874225885752303,4.911337686551184,9.729239176676495,5.561847766810663,2.7104748471757856,0.6828051701837888,0.4645227972898506,7270,548364,1.3257617203171617
313,Dixie,2012,8.712615684364344,1.4929371651242085,4.949342425718461,2.270336093521676,9.411105698977106,4.659522649780809,3.6580613735996095,0.6147101802240623,0.4676083779834389,27,3085,0.8752025931928687
314,Duval,2012,8.644276841878673,1.2485868499310366,3.6488929992266543,3.7467969927209817,9.024356408804984,4.941887442298033,2.9148362818805857,0.4051455405049869,0.6296629965956836,2948,203331,1.449852703227742
315,Escambia,2012,8.778225009877517,1.275360529435006,3.8279089292769655,3.6749555511655467,9.11020841564599,4.760692414065587,3.0258790991702886,0.6003802844725405,0.6665843540102726,1797,64072,2.804657260581845
316,Flagler,2012,9.044822018912893,0.8486968555393248,2.8809871607595916,5.315138002613977,9.295071884369957,4.7361420773429685,2.613669562543246,1.1073268240178364,0.5561620665795339,232,18747,1.2375313383474689
317,Franklin,2012,11.657015590200446,1.9621380846325167,1.9910913140311803,7.703786191536747,13.19673348181143,6.643652561247215,3.366740905716407,0.7201187824795843,1.985894580549369,33,1943,1.6984045290787442
318,Gadsden,2012,9.3866839462174,2.7335169285598573,4.491981208488579,2.1611858091689617,9.855823748582537,4.6648307144014245,4.124574761056213,0.7978292564393326,0.2569253199416815,83,10663,0.7783925724467786
319,Gilchrist,2012,8.929056603773585,1.3335849056603777,5.0966037735849055,2.4988679245283016,9.304905660377358,5.336981132075472,3.220754716981132,0.5871698113207547,0.15245283018867925,18,3534,0.5093378607809848
320,Glades,2012,9.73421926910299,1.324252491694352,4.900332225913621,3.5096345514950165,9.960797342192693,5.398006644518271,3.86312292358804,0.4651162790697674,0.2338870431893688,28,2278,1.2291483757682178
321,Gulf,2012,9.518423746161721,1.030706243602866,2.0112589559877176,6.476458546571137,9.906857727737973,4.975946775844422,3.6862845445240535,0.5926305015353122,0.6361310133060389,17,2465,0.6896551724137931
322,Hamilton,2012,10.930065750149431,3.2199641362821283,3.802749551703527,3.9073520621637776,11.407053197848176,4.921697549312612,5.074118350268979,0.8320382546323969,0.5690376569037657,51,2794,1.825340014316392
323,Hardee,2012,8.812001594896332,1.752591706539075,4.43341307814992,2.625996810207337,9.38915470494418,4.9567384370015946,3.5277113237639552,0.5791467304625201,0.29226475279106856,190,7486,2.538071065989848
324,Hendry,2012,8.764705882352942,1.6709696347366878,4.791697227519436,2.302039020096817,8.659527651459586,4.838638697374211,2.889540853747983,0.5402669796097991,0.3764119113979757,269,10640,2.528195488721805
325,Hernando,2012,8.368765475769367,1.0284311991510435,3.8305624336752735,3.5097718429430493,8.628846834099752,4.499867350548286,2.798107534488857,0.4727184294304917,0.5046869472939511,729,33248,2.192613089509144
326,Highlands,2012,8.998583097182863,1.5445074179029838,3.6771961993665614,3.776879479913319,8.939989998333058,4.647441240206701,3.1508584764127354,0.6967827971328555,0.21445240873478916,447,17687,2.5272799231073666
327,Hillsborough,2012,9.154318136834464,1.4814581736795895,4.299709197578169,3.3731507655767072,9.727569389111911,5.025588583086768,2.837186169375917,1.0035474850411843,0.5974137362274856,7017,298628,2.3497461724955464
328,Holmes,2012,8.217051936355448,1.4764335034524168,5.367457220054038,1.3731612128489945,8.334434103872711,4.867006904833383,2.889522665866106,0.4902431702191534,0.0720504353047133,32,4073,0.7856616744414436
329,Jackson,2012,8.517304964539006,1.4870921985815604,4.8168794326241136,2.2133333333333334,9.266382978723405,4.871914893617022,3.5374468085106385,0.6180141843971632,0.17588652482269504,165,9290,1.776103336921421
330,Jefferson,2012,11.34402332361516,2.986394557823129,3.681243926141885,4.6763848396501455,11.553935860058308,5.097181729834791,5.152575315840622,0.6695821185617103,0.6219630709426628,30,2560,1.171875
331,Lafayette,2012,8.504266211604094,1.0921501706484642,5.188566552901023,2.223549488054608,8.982935153583616,4.507679180887372,3.5665529010238908,0.6339590443686007,0.2627986348122867,8,1794,0.4459308807134894
332,Lake,2012,8.120816089450374,0.9363730971223893,3.6011520123913936,3.5832909799365913,8.707616350831339,4.588809022483604,2.6133255887122147,0.4252765071758755,0.6786950313415135,1112,61535,1.8071016494677823
333,Lee,2012,9.119315811430956,1.0931759938017758,2.3730734847130344,5.653066332916144,10.159687704869182,5.041170510757494,3.020764050300972,0.5951367781155015,1.2586447344895404,3411,122869,2.776127420260603
334,Leon,2012,9.267686194232043,1.1050334156180384,3.463483653440905,4.699169125173098,9.797067854777529,4.437925221265579,3.1534710096935394,0.7025407911373351,1.2827081702691312,980,53667,1.8260756144371773
335,Levy,2012,8.87254048406756,1.5692146961518367,4.458645307330664,2.84468048058506,9.232282779035348,5.005920250740031,3.4165070520633813,0.43827267978408496,0.2998432874804109,87,8174,1.0643503792512845
336,Liberty,2012,9.467927076299798,1.9837947332883188,5.673193787981094,1.810938555030385,9.76232275489534,4.758946657663741,3.4996623902768396,1.0587440918298447,0.43754220121539505,21,1664,1.2620192307692308
337,Madison,2012,9.554368561617704,2.3868752384586034,4.819152995040062,2.3483403281190385,10.125143075162152,4.558183899275086,3.935520793590233,0.5757344524990462,1.0019076688286914,128,3861,3.315203315203316
338,Manatee,2012,9.463144089272216,1.2491664073267241,2.678900102254034,5.53507757969146,10.20557506779887,5.290579291335082,2.885119815053572,0.6907704619214867,0.976303738941004,1485,67018,2.2158226148198987
339,Marion,2012,8.548686171093399,1.272415505782739,3.7186443083181566,3.557626356992502,9.052647761405831,4.754949031479861,2.9439701047751945,0.6971925924173978,0.4893687471914099,930,63249,1.4703789783237682
340,Martin,2012,9.694087543554009,0.9422364982578396,1.7524499128919862,6.999401132404183,10.663218641114982,4.847070993031358,3.2347016550522647,0.6775914634146342,1.7838632404181185,694,25772,2.6928449480055874
341,Monroe,2012,13.370471228984135,1.2435472412976556,1.701515510300734,10.425408477385744,13.668363722472176,6.824295524508643,3.624792801326072,0.5550556476438551,2.154274212645039,294,11344,2.5916784203102963
342,Nassau,2012,8.335222672064777,0.8258209626630679,2.3302744039586143,5.179127305443095,8.52829509671615,4.219883040935673,2.867026540710752,0.5246063877642825,0.894646873594242,166,15734,1.0550400406762426
343,Okaloosa,2012,8.579002892632296,0.9396630934150076,3.1656287221371446,4.473711077080144,8.68432873915263,5.240156542453633,2.4364471669218988,0.5477284328739153,0.3594010549600136,1007,42590,2.3644047898567737
344,Okeechobee,2012,8.642509135200974,1.3847442143727162,4.8667783191230205,2.390986601705237,9.15347137637028,4.910170523751524,3.11221071863581,0.6032277710109623,0.5182704019488429,164,9145,1.7933296883542922
345,Orange,2012,10.150061111111109,1.122677777777778,3.4037611111111112,5.623622222222222,9.823905555555557,4.773422222222221,2.844611111111111,0.55285,1.2563555555555554,4836,277177,1.7447335096346377
346,Pasco,2012,8.737739840081609,0.9251713947103916,4.290508408466974,3.522060036904244,8.900163518804662,4.655740410147167,2.8943878546032797,0.5016726923596213,0.5805067582772019,1958,97613,2.0058803642957392
347,Pinellas,2012,8.888085877274131,1.1288351834720938,2.6032897779833486,5.155960915818686,9.620548103607769,5.25361355226642,2.8797024360160344,0.6053519118100524,0.8607288775824854,4609,160000,2.880625
348,Polk,2012,9.277287394608097,1.2124700739044447,4.486541063807639,3.578276256896013,9.623784740293537,5.728739460809826,2.550255022379515,0.53085250338295,0.6035911314666389,3947,141169,2.7959396184714778
349,Putnam,2012,8.806975076205847,1.7669894208355748,4.2377622377622375,2.8022234176080336,8.919132149901381,4.7511206741975975,3.293795947642101,0.6248879325802402,0.23838981531289224,242,16043,1.5084460512372997
350,Sarasota,2012,11.439719592045375,1.143879463525059,1.7010442275393716,8.594795900980941,12.67497505050751,6.2870043570333225,3.2568945792663637,0.5627631867195677,2.3203271426137326,764,61244,1.2474691398341062
351,Seminole,2012,7.9737660077085675,0.8111401218450827,3.6063347009822206,3.5562911848812635,8.055591818973019,4.793127564341663,2.36884558000746,0.4423411662315057,0.2819066268805172,2069,36416,5.681568541300528
352,Sumter,2012,8.983560236321601,0.9960184947341382,1.822501926534806,6.1650398150526575,9.440148985358336,5.5402003596198295,2.5818135114307728,0.41715900333932704,0.6959928076033907,162,8335,1.943611277744451
353,Suwannee,2012,8.2509900990099,1.4156765676567655,4.207260726072607,2.6280528052805283,8.71023102310231,4.850990099009901,2.904620462046205,0.6567656765676567,0.28234323432343233,57,9389,0.6070934071786133
354,Taylor,2012,9.260341431385424,2.046946815495732,3.4743926460932366,3.7390019697964543,9.391004596191728,4.3286277084701235,3.5804333552199608,0.9290873276428102,0.5528562048588312,79,4364,1.8102658111824013
355,Union,2012,8.2,1.0354767184035476,5.646119733924611,1.5184035476718405,8.699334811529932,4.85809312638581,2.9011086474501107,0.6838137472283814,0.2385809312638581,38,2947,1.2894468951476077
356,Volusia,2012,8.894301410831545,1.0259898576165398,3.4361712502438078,4.432140302971198,9.14979520187244,4.887702360054614,2.867710161888044,0.454017944216891,0.5779045575710292,1773,91392,1.93999474789916
357,Wakulla,2012,8.234731707317072,0.8770731707317073,4.9125853658536585,2.4450731707317077,8.343024390243903,4.1726829268292684,3.0835121951219517,0.4031219512195122,0.6569756097560976,37,6677,0.5541410813239478
358,Walton,2012,10.402535657686213,1.0620707871104067,1.7167194928684628,7.623745377707343,10.55916534601162,5.454437400950872,3.5439778129952457,0.6133122028526149,0.8118066561014263,393,11615,3.383555746879036
359,Washington,2012,10.519570890113076,2.034212815308785,5.340098579298346,3.145259495505944,11.835314583937373,5.414902870397216,4.091040881414903,1.8051609162075963,0.5213105247897941,50,5117,0.9771350400625366
360,Alachua,2014,9.289448449763825,1.2664346343715596,3.990162304222751,4.032851511169514,9.38608516532301,4.931633341620201,3.476719821003658,0.5959441701885855,0.2930709947792733,1160,46072,2.5177982288591765
361,Baker,2014,8.44272818455366,0.9462387161484452,5.7265797392176525,1.7699097291875627,8.690672016048143,4.565496489468405,3.28345035105316,0.5432296890672016,0.2732196589769308,75,6752,1.1107819905213272
362,Bay,2014,9.32240416959302,0.934535910989539,3.5870328614201754,4.800835397183307,9.592023065833734,5.228107788415333,2.5255979004176985,0.5726906442908365,0.8325509185672568,1392,38434,3.6217932039340166
363,Bradford,2014,9.238653905526396,1.3179993825254708,5.122259956776784,2.7983945662241427,10.725841309046002,5.0987959246681065,3.744056807656684,0.9499845631367706,0.9240506329113924,72,5410,1.3308687615526802
364,Brevard,2014,8.897574123989218,0.983813454627134,4.3821877807726874,3.5315728885893978,8.722751010781671,4.947256850853549,2.728801662174304,0.4475516621743037,0.2821344339622642,2993,104183,2.8728295403280764
365,Broward,2014,9.268843321937366,1.0075342830819367,3.693085515445471,4.568223523409958,9.550512818560454,5.446445295546435,2.7448051898608883,0.6382440056954459,0.3551201906603824,4831,404458,1.194437988616865
366,Calhoun,2014,9.209833187006145,1.0943810359964878,6.12379280070237,1.991659350307287,9.536874451273047,5.0654082528533815,3.3678665496049165,0.625548726953468,0.4780509218612818,33,3023,1.0916308303010256
367,Charlotte,2014,10.032648794884409,1.310378750614855,2.074889326119036,6.647380718150518,10.561854402361043,5.1168224299065415,3.4538858829316283,0.6706837186424004,1.097208558780128,862,22069,3.905931396982192
368,Citrus,2014,9.299933642999335,1.0777040477770403,3.3294625082946254,4.892767086927671,9.663702720637026,5.062840079628401,3.2627737226277373,0.7015262110152621,0.5760451227604513,310,20983,1.4773864557022351
369,Clay,2014,8.435605100920531,0.6927905863806548,5.210539650367369,2.5322748641725084,8.42752582833657,5.117698392590716,2.4800551755200857,0.42718801902992426,0.3260704332404358,670,48424,1.3836114323475963
370,Collier,2014,11.51040118870728,1.1579314692241884,1.809131433202756,8.543338286280338,11.631523256337518,6.094241073438697,3.6720023413931284,0.6607456436579765,0.7237381241838894,1114,63640,1.7504714016341922
371,Columbia,2014,8.677518003354049,1.153595738384137,5.375653546414126,2.148268718555786,8.378317056328303,4.682746374667062,2.9356811679984216,0.5079412054848574,0.13080793134063332,179,14852,1.2052248855373011
372,Miami-Dade,2014,9.790331047376297,1.4263557839953065,3.325848531719408,5.038126731661581,10.081573015414069,5.894091788239718,2.7578382687735274,0.7258114773196195,0.3068244660096061,4619,549308,0.8408761569101487
373,Dixie,2014,9.084412470023981,1.4661870503597123,5.516067146282973,2.1021582733812947,9.135251798561152,4.637410071942446,3.5784172661870497,0.6522781774580336,0.2580335731414868,38,3039,1.2504113195129978
374,Duval,2014,9.18446099974149,1.306032760687175,4.445128590789093,3.4332996482652187,9.453863207288506,5.390339435814278,3.0299875443585345,0.43181907201554215,0.4614619319561624,2679,205359,1.3045447241172776
375,Escambia,2014,9.366083478516918,1.2725688906338184,4.386425539224106,3.7070890486589945,9.484651436704047,4.790592103648812,3.113635805952936,0.6242239835104164,0.908301229357348,1425,64519,2.208651714998682
376,Flagler,2014,9.599027755998119,0.8888976007527051,3.6865297161674766,5.023600439077937,9.765485337933198,4.906539124980398,2.8744707542731693,1.100282264387643,0.6263917202446292,187,18559,1.0075973921008676
377,Franklin,2014,12.386770428015563,1.9073929961089493,2.6280155642023346,7.851361867704281,11.485603112840467,6.344747081712062,3.330739299610895,0.7891050583657587,0.4389105058365759,32,1927,1.660612350804359
378,Gadsden,2014,9.510978043912177,2.414504324683965,5.0272787757817685,2.0691949434464405,10.274284763805722,4.54208250166334,4.357285429141717,0.8483033932135728,0.511144377910845,90,10258,0.8773640085786704
379,Gilchrist,2014,10.138142747505755,1.5226400613967768,5.767075978511128,2.8484267075978518,10.133921719109749,5.416346891788181,3.8772064466615497,0.6059094397544129,0.22870299309286266,8,3464,0.2309468822170901
380,Glades,2014,10.205094709340301,1.4467668190725016,5.610711952971914,3.1476159372958845,14.459830176355323,5.701502286087525,3.2279555845852386,0.4853037230568256,5.045068582625736,5,2186,0.22872827081427266
381,Gulf,2014,9.714975845410628,1.0155662909286098,3.005904455179817,5.693505099302201,10.090177133655397,5.109500805152979,3.9227053140096624,0.6312399355877617,0.4106280193236715,39,2482,1.5713134568896052
382,Hamilton,2014,10.844694724362776,2.4665085951393007,4.163011262596325,4.215174866627149,10.93064611736811,4.7136929460580905,4.563129816241848,0.8180201541197392,0.8275044457617071,61,2719,2.243471864656124
383,Hardee,2014,9.421359223300973,1.5699029126213593,5.1242718446601945,2.7271844660194176,9.533786407766993,5.02621359223301,3.4497087378640776,0.6584466019417475,0.3693203883495146,163,7329,2.2240414790558063
384,Hendry,2014,9.357608223541336,1.6027218763573186,5.4650354712610385,2.2898508759229768,9.541334877660343,5.285507456203852,3.119878384247865,0.5853481974808166,0.5398870710873027,265,10681,2.481041101020504
385,Hernando,2014,9.097104535774164,0.9684625492772668,4.562916307943269,3.565725678553627,8.791426888395486,4.9232407449363365,2.9486157052879607,0.511214826226834,0.1254248040237437,665,32866,2.0233676139475443
386,Highlands,2014,9.311393442622949,1.5363934426229509,4.384098360655738,3.3909016393442624,9.466803278688523,5.058852459016394,3.218688524590164,0.7482786885245901,0.22532786885245898,464,17387,2.6686604934721343
387,Hillsborough,2014,9.578482985071693,1.4501890001425488,4.8110785051047245,3.3172154798244198,9.870044583388632,5.29551364291016,2.8839848799885965,1.0460727785724468,0.409243065488918,6228,305881,2.0360859288416084
388,Holmes,2014,8.681532475306794,1.1586351391798864,6.048189164920683,1.4747081712062258,9.221490571685123,5.2205926369350495,3.3460041903621667,0.4857826997904819,0.15743789284645315,42,3994,1.0515773660490737
389,Jackson,2014,9.107914719626168,1.3306074766355143,5.447575934579438,2.329731308411215,9.26839953271028,5.022780373831775,3.38785046728972,0.5693633177570093,0.23685747663551399,63,9158,0.6879231273203756
390,Jefferson,2014,13.01142263759086,2.995846313603323,4.271028037383179,5.7445482866043625,13.917964693665626,5.669781931464175,6.142263759086188,0.7819314641744548,1.3187954309449637,36,2463,1.4616321559074301
391,Lafayette,2014,8.726315789473684,1.022672064777328,5.659919028340081,2.0437246963562754,8.65668016194332,4.5036437246963565,3.5165991902834017,0.4178137651821862,0.20809716599190284,5,1806,0.2768549280177187
392,Lake,2014,8.608460544575776,0.9002966933052591,4.281116906733024,3.4270469445374934,8.533306216203282,4.717806383691438,2.691965353878547,0.426831602622386,0.3674929415705604,835,62610,1.333652771122824
393,Lee,2014,9.691060909350874,1.1542693737489276,3.1024077780955106,5.434383757506434,10.113400057191877,5.3051301115241625,3.0966199599656847,0.6262968258507292,0.8822533600228768,2384,126132,1.8900834046871533
394,Leon,2014,9.77799508104424,1.078466234035618,4.281387975227427,4.418140871781195,10.01437164785018,4.962692980116751,3.1064687231457615,0.9296530061931432,0.8017008919311346,961,53630,1.7919075144508672
395,Levy,2014,9.411006175081726,1.279694878314566,5.4564111877951325,2.6749001089720306,9.542135851798037,5.0125317835089005,3.616236832546313,0.5301489284416999,0.31638212858699605,35,7878,0.4442751967504443
396,Liberty,2014,10.196242171189981,1.71955462769659,6.883785664578983,1.5929018789144052,11.018093249826029,5.69589422407794,4.066805845511483,0.9610299234516354,0.28322894919972164,8,1599,0.5003126954346466
397,Madison,2014,10.372827804107423,2.546208530805687,5.515797788309637,2.3108214849921014,10.862954186413901,5.040284360189573,4.490916271721959,0.901658767772512,0.3787519747235387,95,3683,2.5794189519413524
398,Manatee,2014,9.674745744566962,1.0536345145059416,3.5036505727438176,5.117460657317204,8.709131784605503,4.8318381329622095,2.722770581308211,0.7682260999892945,0.12604646183492133,1368,68321,2.002312612520309
399,Marion,2014,9.022347828152087,1.21583109696725,4.467119481321396,3.339397249863443,8.844301422566321,4.802146911439904,2.9638064929821644,0.7563825492198447,0.1846486332438787,1051,63537,1.65415427231377
400,Martin,2014,10.252181779480631,0.9058109833971902,1.7270647083865476,7.619306087696892,9.94055981268625,4.947051936994465,3.24808429118774,0.6563431247339293,0.9781822051936996,297,25909,1.146319811648462
401,Monroe,2014,14.017316527270587,0.8125809871598539,1.8025680292142772,11.402167510896456,12.069501708092822,6.8061020143715405,3.513370243844976,0.5742725880551302,0.8052774178348451,260,11534,2.2542049592509104
402,Nassau,2014,9.090183774092337,0.6883908561183326,3.423845809054236,4.977947108919767,9.1325862841775,4.769878978036755,3.1054235768713583,0.54002689376961,0.7040788883908561,110,15529,0.7083521153969992
403,Okaloosa,2014,9.060814611388675,0.8790325248982563,3.9009032855772094,4.280878800913212,9.057869834232207,5.568044204744731,2.679614862852794,0.5689375641068061,0.16616484134599474,807,43376,1.8604758391737368
404,Okeechobee,2014,9.139665677237932,1.3700984221215435,5.4361818465864715,2.3333854085299173,9.115450710826432,5.000468676769255,3.11513825964693,0.6384939853147945,0.35338228401812216,103,8859,1.162659442374986
405,Orange,2014,10.777927436769076,1.1205182477070104,4.00233574925705,5.655073439805014,10.561477775639792,5.11169371218438,3.1536677142796057,0.6485365488636606,1.2377119278216064,4826,286525,1.684320739900532
406,Pasco,2014,9.27037542762337,0.97863718451306,4.998164706573287,3.2935735365370213,9.264135429972542,4.749621929554096,2.898985449793713,0.5266704840769942,0.6824795548312265,1430,99309,1.4399500548792152
407,Pinellas,2014,9.481544516540794,1.187465550086548,3.2602237672974828,5.033855199156763,10.19013451180242,5.6205819496958735,2.9343493438802453,0.7739795573004806,0.8434692634245873,4893,160110,3.0560239835113365
408,Polk,2014,9.120496564678977,1.1269486386328138,4.9973762927118095,2.9961716333343538,9.000775882310904,5.511878145641277,2.6211346257899195,0.5821873755780834,0.11185976948128183,3847,144249,2.6669162351212137
409,Putnam,2014,9.522455224552246,1.930609306093061,4.786337863378634,2.805508055080551,9.564575645756458,5.15030150301503,3.5684456844568446,0.5760057600576006,0.2603726037260373,132,15611,0.8455576196271859
410,Sarasota,2014,12.019326005556225,0.9435680637758184,1.7543423118734147,9.321415629906994,12.791327455006645,6.7114627370455375,3.3404517453798768,0.6621572653702138,1.8528324676893344,603,60700,0.9934102141680397
411,Seminole,2014,8.843071039768084,0.8325083653297559,4.180305623660391,3.830257050777937,8.59581193813511,5.0986569212502495,2.5563985135155973,0.4763072273365098,0.3239425760589659,1767,36786,4.803457837220682
412,Sumter,2014,9.35812605650809,0.9474764549625694,1.8650084520647188,6.545641149480803,9.361748369958947,5.78628350639942,2.610359816469452,0.4147548901231585,0.37285679787490944,134,8448,1.5861742424242424
413,Suwannee,2014,8.648101689245694,1.4169593577521324,4.881418297374144,2.349724034119418,9.322461950158887,5.038635223281485,2.9931426659976585,0.8133467134972403,0.4679712326475999,72,9369,0.7684918347742555
414,Taylor,2014,9.43489755452743,1.661929940515532,3.992729676140119,3.7802379378717785,10.107402511566425,4.7607402511566415,3.7296761401189684,0.9173826834104428,0.6996034368803701,47,4363,1.0772404308961725
415,Union,2014,8.459196617336152,0.8972515856236787,6.1522198731501065,1.4097251585623678,9.0384778012685,5.176321353065539,3.2101479915433404,0.5890063424947146,0.049048625792811835,48,2932,1.6371077762619373
416,Volusia,2014,9.231490251151246,0.9713086645546882,4.092344622619942,4.167836963976616,8.952251869754075,4.9384695777131835,2.8767758581273064,0.4672262320781214,0.3534733335510631,1612,91651,1.7588460573261613
417,Wakulla,2014,8.570780757097793,0.893730283911672,5.371845425867507,2.3052050473186116,8.723383280757098,4.3842665615141945,3.3349763406940065,0.4422318611987382,0.5453470031545742,57,6557,0.8692999847491232
418,Walton,2014,11.31151605305566,0.9458286847650924,1.7642246188174042,8.601462749473162,11.107598859551258,5.473162266022066,3.6168340151233416,0.6388992190405355,1.2613115160530557,297,12454,2.3847759755901716
419,Washington,2014,10.222960725075527,1.7468277945619335,5.6429003021148025,2.8332326283987914,12.68761329305136,5.530211480362538,4.066767371601208,1.8782477341389727,1.209667673716012,29,4861,0.5965850648014812
