,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
434,JEFFERSON COUNTY SCHOOL DISTRICT,2014,13.011422637590861,2.995846313603323,4.271028037383178,5.744548286604362,13.917964693665628,5.669781931464175,6.142263759086189,0.7819314641744548,1.3187954309449637
435,LAFAYETTE COUNTY SCHOOL DISTRICT,2014,8.726315789473684,1.022672064777328,5.659919028340081,2.0437246963562754,8.65668016194332,4.5036437246963565,3.516599190283401,0.4178137651821862,0.20809716599190284
436,LAKE COUNTY SCHOOL DISTRICT,2014,8.608460544575776,0.9002966933052591,4.281116906733024,3.4270469445374934,8.533306216203282,4.717806383691439,2.691965353878547,0.426831602622386,0.3674929415705604
437,LEE COUNTY SCHOOL DISTRICT,2014,9.691060909350872,1.1542693737489276,3.1024077780955106,5.434383757506434,10.113400057191878,5.305130111524163,3.0966199599656847,0.6262968258507292,0.8822533600228768
438,LEON COUNTY SCHOOL DISTRICT,2014,9.77799508104424,1.078466234035618,4.281387975227427,4.418140871781195,10.01437164785018,4.962692980116751,3.106468723145761,0.9296530061931431,0.8017008919311346
439,LEVY COUNTY SCHOOL DISTRICT,2014,9.411006175081729,1.2796948783145659,5.4564111877951325,2.6749001089720306,9.542135851798038,5.0125317835089,3.616236832546313,0.5301489284416999,0.316382128586996
440,LIBERTY COUNTY SCHOOL DISTRICT,2014,10.19624217118998,1.71955462769659,6.883785664578984,1.592901878914405,11.018093249826027,5.69589422407794,4.066805845511483,0.9610299234516354,0.28322894919972164
441,MADISON COUNTY SCHOOL DISTRICT,2014,10.372827804107425,2.546208530805687,5.515797788309636,2.310821484992101,10.862954186413901,5.040284360189573,4.490916271721959,0.9016587677725119,0.3787519747235387
442,MANATEE COUNTY SCHOOL DISTRICT,2014,9.674745744566962,1.0536345145059416,3.5036505727438176,5.117460657317204,8.709131784605503,4.8318381329622095,2.722770581308211,0.7682260999892945,0.12604646183492133
443,MARION COUNTY SCHOOL DISTRICT,2014,9.022347828152089,1.2158310969672501,4.4671194813213955,3.339397249863443,8.84430142256632,4.802146911439903,2.9638064929821644,0.7563825492198447,0.1846486332438787
444,MARTIN COUNTY SCHOOL DISTRICT,2014,10.25218177948063,0.9058109833971902,1.7270647083865476,7.619306087696892,9.94055981268625,4.947051936994466,3.2480842911877397,0.6563431247339293,0.9781822051936995
445,MONROE COUNTY SCHOOL DISTRICT,2014,14.017316527270586,0.8125809871598539,1.8025680292142774,11.402167510896454,12.069501708092826,6.80610201437154,3.513370243844976,0.5742725880551302,0.8052774178348451
446,NASSAU COUNTY SCHOOL DISTRICT,2014,9.090183774092335,0.6883908561183326,3.4238458090542356,4.977947108919767,9.1325862841775,4.769878978036755,3.1054235768713583,0.54002689376961,0.7040788883908561
447,OKALOOSA COUNTY SCHOOL DISTRICT,2014,9.060814611388677,0.8790325248982563,3.9009032855772094,4.280878800913212,9.057869834232207,5.568044204744731,2.679614862852794,0.5689375641068061,0.16616484134599477
448,OKEECHOBEE COUNTY SCHOOL DISTRICT,2014,9.139665677237932,1.3700984221215435,5.436181846586471,2.3333854085299173,9.115450710826433,5.0004686767692546,3.11513825964693,0.6384939853147945,0.35338228401812216
449,ORANGE COUNTY SCHOOL DISTRICT,2014,10.777927436769076,1.1205182477070104,4.00233574925705,5.655073439805015,10.561477775639792,5.11169371218438,3.1536677142796057,0.6485365488636606,1.2377119278216064
450,OSCEOLA COUNTY SCHOOL DISTRICT,2014,9.078138959521683,1.0355302041096832,4.692014294550202,3.3505944608617964,9.348515565940485,4.9432341419833685,2.7209298330011684,0.6941103704212769,0.7508934093876709
451,PALM BEACH COUNTY SCHOOL DISTRICT,2014,10.271341480084201,1.0068290549222232,2.7425462697175975,6.521966155444381,10.813548757483803,6.070390114546598,3.0275513272642773,0.6755187402608054,0.39491511523005
452,PASCO COUNTY SCHOOL BOARD,2014,9.27037542762337,0.9786371845130599,4.998164706573287,3.2935735365370213,9.264135429972544,4.749621929554097,2.898985449793713,0.5266704840769942,0.6824795548312265
